Transaction ID,Transaction Providing Organization Name,Transaction Providing Organization Id,Transaction Providing Organization Type,Transaction Providing Organization Country,Transaction Receiving Organization Name,Transaction Receiving Organization Id,Transaction Receiving Organization Type,Transaction Receiving Organization Country,Transaction Date,Transaction USD Amount,Transaction Disbursement Channel,Transaction Type,Transaction Description,Transaction Finance Type,Transaction Data Source,Transaction Data Source Url,Transaction Cluster,Transaction District,Transaction External Id Owner,Transaction External Id,Project Id,Project Title,Project Description,Project Result Description,Project Status,Project Planned Start Date,Project Planned End Date,Project Actual Start Date,Project Actual End Date,Project Total Original USD Budget,Project Funding Organization ID,Project Funding Organization Name,Project Implementing Organization ID,Project Implementing Organization Name,Project General Enquires Contact Organization,Project General Enquires Contact Department,Project General Enquires Contact Person,Project General Enquires Contact Job Title,Project General Enquires Contact Telephone,Project General Enquires Contact Emails,Project General Enquires Contact Websites,Project Cluster,Project Districts,Project Document Title,Project Document Url,Project External ID Owner,Project External ID,Project Record Data Source Name,Project Record Data Source Url
24561,GlobalGiving,16069,National NGO,Not available,ActionAid International USA,16267,National NGO,United States,31/12/2015 00:00,4021,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24562,GlobalGiving,16069,National NGO,Not available,Edge of Seven,16268,National NGO,United States,23/11/2015 00:00,245,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24563,GlobalGiving,16069,National NGO,Not available,Fuel Relief Fund,16269,National NGO,United States,31/05/2015 00:00,1000,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24564,GlobalGiving,16069,National NGO,Not available,Diakonie Katastrophenhilfe,16270,National NGO,Germany,28/01/2016 00:00,1176,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24565,GlobalGiving,16069,National NGO,Not available,Community Development Center Kathmandu,16271,National NGO,Nepal,30/12/2015 00:00,10868,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24566,GlobalGiving,16069,National NGO,Not available,World Food Program USA,16272,National NGO,United States,16/10/2015 00:00,6561,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24567,GlobalGiving,16069,National NGO,Not available,AmeriCares,16084,National NGO,United States,28/01/2016 00:00,1992,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24568,GlobalGiving,16069,National NGO,Not available,Splash,16273,National NGO,United States,24/08/2015 00:00,802,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24569,GlobalGiving,16069,National NGO,Not available,The dZi Foundation,16274,Foundation,United States,29/01/2016 00:00,34354,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24570,GlobalGiving,16069,National NGO,Not available,Global Links,16275,National NGO,United States,23/08/2015 00:00,1215,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24571,GlobalGiving,16069,National NGO,Not available,Village Volunteers,16276,National NGO,United States,14/12/2015 00:00,1926,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24572,GlobalGiving,16069,National NGO,Not available,Room to Read,16277,National NGO,United States,08/01/2016 00:00,1742,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24573,GlobalGiving,16069,National NGO,Not available,Concern Worldwide US,16278,National NGO,United States,23/11/2015 00:00,1122,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24574,GlobalGiving,16069,National NGO,Not available,"Water, Agroforestry, Nutrition and Development Foundation",16279,National NGO,Philippines,14/01/2016 00:00,2865,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24575,GlobalGiving,16069,National NGO,Not available,"Water, Agroforestry, Nutrition and Development Foundation",16279,National NGO,Philippines,01/07/2015 00:00,215,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24576,GlobalGiving,16069,National NGO,Not available,Peace Winds America,16280,National NGO,United States,01/01/2016 00:00,2629,Cash,Disbursement,,Grant,IATI,http://datastore.iatistandard.org/query/index.php,Not available,Not available,IATI,US-EIN-300108263-GGProj:20379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
